name,level,city,county,state,country,population,lat,long,url,aggregate,tz,cases,deaths,recovered,active,tested,hospitalized,discharged,growthfactor,date
"New Hampshire, United States",state,,,New Hampshire,United States,1359711,44.001,-71.5845,https://covidtracking.com/api/states,state,America/New_York,78,,,,,,,,3/22/2020
"New Mexico, United States",state,,,New Mexico,United States,2096829,34.166,-106.026,https://cv.nmhealth.org/cases-by-county/,county,America/Denver,65,,,,,,,,3/22/2020
"New York, United States",state,,,New York,United States,19453561,42.762,-75.809,https://health.data.ny.gov/api/views/xdss-u53e/rows.csv?accessType=DOWNLOAD,county,America/New_York,20875,,,,78565,,,,3/22/2020
"North Carolina, United States",state,,,North Carolina,United States,10488084,35.2155,-79.891,https://opendata.arcgis.com/datasets/969678bce431494a8f64d7faade6e5b8_0.csv,county,America/New_York,255,,,,,,,,3/22/2020
"Ohio, United States",state,,,Ohio,United States,11689100,40.1925,-82.6695,https://coronavirus.ohio.gov/static/COVIDSummaryData.csv,county,America/New_York,351,,,,,,,,3/22/2020
"Oregon, United States",state,,,Oregon,United States,4217737,44.137,-120.537,https://www.oregon.gov/oha/PH/DISEASESCONDITIONS/DISEASESAZ/Pages/emerging-respiratory-infections.aspx,county,America/Los_Angeles,161,4,,,3025,,,,3/22/2020
"Pennsylvania, United States",state,,,Pennsylvania,United States,12801989,40.9945,-77.607,https://www.health.pa.gov/topics/disease/coronavirus/Pages/Cases.aspx,county,America/New_York,479,2,,,5443,,,,3/22/2020
"Vermont, United States",state,,,Vermont,United States,623989,43.8715,-72.469,https://services1.arcgis.com/BkFxaEFNwHqX3tAw/arcgis/rest/services/VT_Counties_Cases/FeatureServer/0/query?f=json&where=1%3D1&returnGeometry=false&outFields=*,county,America/New_York,49,2,,,978,,,,3/22/2020
"Wisconsin, United States",state,,,Wisconsin,United States,5822434,44.7865,-89.8265,https://www.dhs.wisconsin.gov/covid-19/county.htm,county,America/Chicago,381,,,,6611,,,,3/22/2020
"Wyoming, United States",state,,,Wyoming,United States,578759,43.0005,-107.554,https://health.wyo.gov/publichealth/infectious-disease-epidemiology-unit/disease/novel-coronavirus/,county,America/Denver,24,,,,,,,,3/22/2020
"Puerto Rico, United States",state,,,Puerto Rico,United States,3411307,18.1995,-66.589,https://covidtracking.com/api/states,state,America/Puerto_Rico,23,,,,275,,,,3/22/2020
"United States Virgin Islands, United States",state,,,United States Virgin Islands,United States,104901,18.047,-64.834,https://covidtracking.com/api/states,state,America/St_Thomas,6,,,,6,,,,3/22/2020
"Guam, United States",state,,,Guam,United States,167772,13.445,144.787,https://covidtracking.com/api/states,state,Pacific/Guam,27,1,,,153,,,,3/22/2020
"Alabama, United States",state,,,Alabama,United States,4903185,32.598,-86.6805,https://opendata.arcgis.com/datasets/ff8de7707f6a422a8af6b155facc6327_0.csv,county,America/Chicago,196,,,,,,,,3/23/2020
"Arizona, United States",state,,,Arizona,United States,7278717,34.168,-111.9295,https://opendata.arcgis.com/datasets/5b34cf1637434c7bb6793580c40d1685_0.csv,county,America/Phoenix,234,,,,,,,,3/23/2020
"Arkansas, United States",state,,,Arkansas,United States,3017804,34.752,-92.13,https://services.arcgis.com/PwY9ZuZRDiI5nXUB/ArcGIS/rest/services/ADH_COVID19_Positive_Test_Results/FeatureServer/0/query?f=json&where=1%3D1&returnGeometry=false&spatialRel=esriSpatialRelIntersects&outFields=*,county,America/Chicago,201,,6,,1132,,,,3/23/2020
"California, United States",state,,,California,United States,39512223,37.2715,-119.274,https://docs.google.com/spreadsheets/d/1CwZA4RPNf_hUrwzNLyGGNHRlh1cwl8vDHwIoae51Hac/gviz/tq?tqx=out:csv&sheet=master,county,America/Los_Angeles,2188,42,5,2141,4248,,,,3/23/2020
"Colorado, United States",state,,,Colorado,United States,5758736,38.9975,-105.551,https://opendata.arcgis.com/datasets/fbae539746324ca69ff34f086286845b_0.csv,county,America/Denver,715,7,,,,,,,3/23/2020
"Connecticut, United States",state,,,Connecticut,United States,3565287,41.5175,-72.7575,https://maps.ct.gov/arcgis/rest/services/CT_DPH_COVID_19_PROD_Layers/FeatureServer/1/query?f=json&where=1%3D1&returnGeometry=false&outFields=*,county,America/New_York,415,10,,,,,,,3/23/2020
"Delaware, United States",state,,,Delaware,United States,973764,39.1425,-75.419,https://services1.arcgis.com/PlCPCPzGOwulHUHo/arcgis/rest/services/DEMA_COVID_County_Boundary_Time_VIEW/FeatureServer/0/query?f=json&where=1%3D1&returnGeometry=false&spatialRel=esriSpatialRelIntersects&outFields=*&resultOffset=0&resultRecordCount=50&cacheHint=true,county,America/New_York,87,,,,,,,,3/23/2020
"Idaho, United States",state,,,Idaho,United States,1787065,45.495,-114.1435,https://services1.arcgis.com/CNPdEkvnGl65jCX8/arcgis/rest/services/iyptX/FeatureServer/0/query?f=json&where=1=1&returnGeometry=false&outFields=*,county,America/Boise,50,,,,,,,,3/23/2020
"Illinois, United States",state,,,Illinois,United States,12671821,39.7415,-89.5035,http://www.dph.illinois.gov/sitefiles/COVIDTestResults.json,county,America/Chicago,1221,12,,,,,,,3/23/2020
"Indiana, United States",state,,,Indiana,United States,6732219,39.7665,-86.4425,https://opendata.arcgis.com/datasets/d14de7e28b0448ab82eb36d6f25b1ea1_0.csv,county,America/Indiana/Indianapolis,259,7,,,,,,,3/23/2020
"Iowa, United States",state,,,Iowa,United States,3155070,41.9395,-93.388,https://opendata.arcgis.com/datasets/6a84756c2e444a87828bb7ce699fdac6_0.csv,county,America/Chicago,105,,,,,,,,3/23/2020
"Kentucky, United States",state,,,Kentucky,United States,4467673,37.8215,-85.7695,https://datawrapper.dwcdn.net/BbowM/23/,county,America/New_York,118,4,2,112,,,,,3/23/2020
"Louisiana, United States",state,,,Louisiana,United States,4648794,30.975,-91.4295,https://services5.arcgis.com/O5K6bb5dZVZcTo5M/arcgis/rest/services/Cases_by_Parish_2/FeatureServer/0/query?f=json&where=PFIPS%20%3C%3E%2099999&returnGeometry=false&spatialRel=esriSpatialRelIntersects&outFields=*&orderByFields=Deaths%20desc%2CCases%20desc%2CParish%20asc&resultOffset=0&resultRecordCount=65&cacheHint=true,county,America/Chicago,1172,34,,,,,,,3/23/2020
"Maine, United States",state,,,Maine,United States,1344212,45.219,-69.032,https://www.maine.gov/dhhs/mecdc/infectious-disease/epi/airborne/coronavirus.shtml,county,America/New_York,107,,3,,,,,,3/23/2020
"Michigan, United States",state,,,Michigan,United States,9986857,44.979,-86.416,"https://www.michigan.gov/coronavirus/0,9753,7-406-98163-520743--,00.html",county,America/Detroit,1739,21,,,,,,,3/23/2020
"Minnesota, United States",state,,,Minnesota,United States,5639632,46.442,-93.396,https://services1.arcgis.com/RQG3sksSXcoDoIfj/arcgis/rest/services/MN_COVID19_County_Tracking_Public_View/FeatureServer/0/query?f=json&where=1%3D1&returnGeometry=false&outFields=*,county,America/Chicago,234,,,,,,,,3/23/2020
"Mississippi, United States",state,,,Mississippi,United States,2976149,32.588,-89.871,"https://msdh.ms.gov/msdhsite/_static/14,0,420.html",county,America/Chicago,249,1,,,,,,,3/23/2020
"Montana, United States",state,,,Montana,United States,1068778,46.6795,-110.0445,https://services.arcgis.com/qnjIrwR8z5Izc0ij/arcgis/rest/services/PUBLIC_VIEW_COVID19_CASES/FeatureServer/0/query?f=json&where=Total%20%3C%3E%200&returnGeometry=false&spatialRel=esriSpatialRelIntersects&outFields=*&orderByFields=NAMELABEL%20asc&resultOffset=0&resultRecordCount=56&cacheHint=true,county,America/Denver,45,,,,,,,,3/23/2020
"Nevada, United States",state,,,Nevada,United States,3080156,38.502,-117.023,https://covidtracking.com/api/states,state,America/Los_Angeles,245,4,,,3735,,,,3/23/2020
"New Hampshire, United States",state,,,New Hampshire,United States,1359711,44.001,-71.5845,https://covidtracking.com/api/states,state,America/New_York,101,,,,,,,,3/23/2020
"New Mexico, United States",state,,,New Mexico,United States,2096829,34.166,-106.026,https://cv.nmhealth.org/cases-by-county/,county,America/Denver,83,,,,,,,,3/23/2020
"New York, United States",state,,,New York,United States,19453561,42.762,-75.809,https://health.data.ny.gov/api/views/xdss-u53e/rows.csv?accessType=DOWNLOAD,county,America/New_York,25665,,,,91517,,,,3/23/2020
"North Carolina, United States",state,,,North Carolina,United States,10488084,35.2155,-79.891,https://opendata.arcgis.com/datasets/969678bce431494a8f64d7faade6e5b8_0.csv,county,America/New_York,297,,,,,,,,3/23/2020
"Ohio, United States",state,,,Ohio,United States,11689100,40.1925,-82.6695,https://coronavirus.ohio.gov/static/COVIDSummaryData.csv,county,America/New_York,442,,,,,,,,3/23/2020
"Oregon, United States",state,,,Oregon,United States,4217737,44.137,-120.537,https://www.oregon.gov/oha/PH/DISEASESCONDITIONS/DISEASESAZ/Pages/emerging-respiratory-infections.aspx,county,America/Los_Angeles,191,5,,,3840,,,,3/23/2020
"Pennsylvania, United States",state,,,Pennsylvania,United States,12801989,40.9945,-77.607,https://www.health.pa.gov/topics/disease/coronavirus/Pages/Cases.aspx,county,America/New_York,644,6,,,7239,,,,3/23/2020
"Vermont, United States",state,,,Vermont,United States,623989,43.8715,-72.469,https://services1.arcgis.com/BkFxaEFNwHqX3tAw/arcgis/rest/services/VT_Counties_Cases/FeatureServer/0/query?f=json&where=1%3D1&returnGeometry=false&outFields=*,county,America/New_York,75,5,,,1181,,,,3/23/2020
"Wisconsin, United States",state,,,Wisconsin,United States,5822434,44.7865,-89.8265,https://www.dhs.wisconsin.gov/covid-19/county.htm,county,America/Chicago,416,,,,7466,,,,3/23/2020
"Wyoming, United States",state,,,Wyoming,United States,578759,43.0005,-107.554,https://health.wyo.gov/publichealth/infectious-disease-epidemiology-unit/disease/novel-coronavirus/,county,America/Denver,29,,,,,,,,3/23/2020
"Puerto Rico, United States",state,,,Puerto Rico,United States,3411307,18.1995,-66.589,https://covidtracking.com/api/states,state,America/Puerto_Rico,31,2,,,255,,,,3/23/2020
"United States Virgin Islands, United States",state,,,United States Virgin Islands,United States,104901,18.047,-64.834,https://covidtracking.com/api/states,state,America/St_Thomas,17,,,,17,,,,3/23/2020
"Guam, United States",state,,,Guam,United States,167772,13.445,144.787,https://covidtracking.com/api/states,state,Pacific/Guam,29,1,,,190,,,,3/23/2020
"Alabama, United States",state,,,Alabama,United States,4903185,32.598,-86.6805,https://opendata.arcgis.com/datasets/ff8de7707f6a422a8af6b155facc6327_0.csv,county,America/Chicago,242,,,,,,,,3/24/2020
"Alaska, United States",state,,,Alaska,United States,731545,61.29,0.3075,http://dhss.alaska.gov/dph/Epi/id/Pages/COVID-19/monitoring.aspx,county,Etc/GMT,42,,,,,,,,3/24/2020
"Arizona, United States",state,,,Arizona,United States,7278717,34.168,-111.9295,https://opendata.arcgis.com/datasets/5b34cf1637434c7bb6793580c40d1685_0.csv,county,America/Phoenix,326,,,,,,,,3/24/2020
"Arkansas, United States",state,,,Arkansas,United States,3017804,34.752,-92.13,https://services.arcgis.com/PwY9ZuZRDiI5nXUB/ArcGIS/rest/services/ADH_COVID19_Positive_Test_Results/FeatureServer/0/query?f=json&where=1%3D1&returnGeometry=false&spatialRel=esriSpatialRelIntersects&outFields=*,county,America/Chicago,232,2,10,220,1230,,,,3/24/2020
"California, United States",state,,,California,United States,39512223,37.2715,-119.274,https://docs.google.com/spreadsheets/d/1CwZA4RPNf_hUrwzNLyGGNHRlh1cwl8vDHwIoae51Hac/gviz/tq?tqx=out:csv&sheet=master,county,America/Los_Angeles,2600,52,12,2536,5422,,,,3/24/2020
"Colorado, United States",state,,,Colorado,United States,5758736,38.9975,-105.551,https://opendata.arcgis.com/datasets/fbae539746324ca69ff34f086286845b_0.csv,county,America/Denver,894,11,,,,,,,3/24/2020
"Connecticut, United States",state,,,Connecticut,United States,3565287,41.5175,-72.7575,https://maps.ct.gov/arcgis/rest/services/CT_DPH_COVID_19_PROD_Layers/FeatureServer/1/query?f=json&where=1%3D1&returnGeometry=false&outFields=*,county,America/New_York,618,12,,,,,,,3/24/2020
"Delaware, United States",state,,,Delaware,United States,973764,39.1425,-75.419,https://services1.arcgis.com/PlCPCPzGOwulHUHo/arcgis/rest/services/DEMA_COVID_County_Boundary_Time_VIEW/FeatureServer/0/query?f=json&where=1%3D1&returnGeometry=false&spatialRel=esriSpatialRelIntersects&outFields=*&resultOffset=0&resultRecordCount=50&cacheHint=true,county,America/New_York,104,,,,,,,,3/24/2020
"Idaho, United States",state,,,Idaho,United States,1787065,45.495,-114.1435,https://services1.arcgis.com/CNPdEkvnGl65jCX8/arcgis/rest/services/iyptX/FeatureServer/0/query?f=json&where=1=1&returnGeometry=false&outFields=*,county,America/Boise,73,,,,,,,,3/24/2020
"Illinois, United States",state,,,Illinois,United States,12671821,39.7415,-89.5035,http://www.dph.illinois.gov/sitefiles/COVIDTestResults.json,county,America/Chicago,1535,16,,,,,,,3/24/2020
"Indiana, United States",state,,,Indiana,United States,6732219,39.7665,-86.4425,https://opendata.arcgis.com/datasets/d14de7e28b0448ab82eb36d6f25b1ea1_0.csv,county,America/Indiana/Indianapolis,365,12,,,,,,,3/24/2020
"Iowa, United States",state,,,Iowa,United States,3155070,41.9395,-93.388,https://opendata.arcgis.com/datasets/6a84756c2e444a87828bb7ce699fdac6_0.csv,county,America/Chicago,124,,,,,,,,3/24/2020
"Kentucky, United States",state,,,Kentucky,United States,4467673,37.8215,-85.7695,https://datawrapper.dwcdn.net/BbowM/23/,county,America/New_York,155,4,2,149,,,,,3/24/2020
"Louisiana, United States",state,,,Louisiana,United States,4648794,30.975,-91.4295,https://services5.arcgis.com/O5K6bb5dZVZcTo5M/arcgis/rest/services/Cases_by_Parish_2/FeatureServer/0/query?f=json&where=PFIPS%20%3C%3E%2099999&returnGeometry=false&spatialRel=esriSpatialRelIntersects&outFields=*&orderByFields=Deaths%20desc%2CCases%20desc%2CParish%20asc&resultOffset=0&resultRecordCount=65&cacheHint=true,county,America/Chicago,1388,46,,,,,,,3/24/2020
"Maine, United States",state,,,Maine,United States,1344212,45.219,-69.032,https://www.maine.gov/dhhs/mecdc/infectious-disease/epi/airborne/coronavirus.shtml,county,America/New_York,118,,7,,,,,,3/24/2020
"Michigan, United States",state,,,Michigan,United States,9986857,44.979,-86.416,"https://www.michigan.gov/coronavirus/0,9753,7-406-98163-520743--,00.html",county,America/Detroit,2354,32,,,,,,,3/24/2020
"Minnesota, United States",state,,,Minnesota,United States,5639632,46.442,-93.396,https://services1.arcgis.com/RQG3sksSXcoDoIfj/arcgis/rest/services/MN_COVID19_County_Tracking_Public_View/FeatureServer/0/query?f=json&where=1%3D1&returnGeometry=false&outFields=*,county,America/Chicago,262,,,,,,,,3/24/2020
"Mississippi, United States",state,,,Mississippi,United States,2976149,32.588,-89.871,"https://msdh.ms.gov/msdhsite/_static/14,0,420.html",county,America/Chicago,320,1,,,,,,,3/24/2020
"Montana, United States",state,,,Montana,United States,1068778,46.6795,-110.0445,https://services.arcgis.com/qnjIrwR8z5Izc0ij/arcgis/rest/services/PUBLIC_VIEW_COVID19_CASES/FeatureServer/0/query?f=json&where=Total%20%3C%3E%200&returnGeometry=false&spatialRel=esriSpatialRelIntersects&outFields=*&orderByFields=NAMELABEL%20asc&resultOffset=0&resultRecordCount=56&cacheHint=true,county,America/Denver,51,,,,,,,,3/24/2020
"Nevada, United States",state,,,Nevada,United States,3080156,38.502,-117.023,https://covidtracking.com/api/states,state,America/Los_Angeles,278,4,,,4232,,,,3/24/2020
"New Hampshire, United States",state,,,New Hampshire,United States,1359711,44.001,-71.5845,https://covidtracking.com/api/states,state,America/New_York,108,,,,,,,,3/24/2020
"New Mexico, United States",state,,,New Mexico,United States,2096829,34.166,-106.026,https://cv.nmhealth.org/cases-by-county/,county,America/Denver,100,,,,,,,,3/24/2020
"New York, United States",state,,,New York,United States,19453561,42.762,-75.809,https://health.data.ny.gov/api/views/xdss-u53e/rows.csv?accessType=DOWNLOAD,county,America/New_York,30810,,,,103659,,,,3/24/2020
"North Carolina, United States",state,,,North Carolina,United States,10488084,35.2155,-79.891,https://opendata.arcgis.com/datasets/969678bce431494a8f64d7faade6e5b8_0.csv,county,America/New_York,398,,,,,,,,3/24/2020
"Ohio, United States",state,,,Ohio,United States,11689100,40.1925,-82.6695,https://coronavirus.ohio.gov/static/COVIDSummaryData.csv,county,America/New_York,564,,,,,,,,3/24/2020
"Oregon, United States",state,,,Oregon,United States,4217737,44.137,-120.537,https://www.oregon.gov/oha/PH/DISEASESCONDITIONS/DISEASESAZ/Pages/emerging-respiratory-infections.aspx,county,America/Los_Angeles,209,8,,,4559,,,,3/24/2020
"Pennsylvania, United States",state,,,Pennsylvania,United States,12801989,40.9945,-77.607,https://www.health.pa.gov/topics/disease/coronavirus/Pages/Cases.aspx,county,America/New_York,851,7,,,9494,,,,3/24/2020
"Vermont, United States",state,,,Vermont,United States,623989,43.8715,-72.469,https://services1.arcgis.com/BkFxaEFNwHqX3tAw/arcgis/rest/services/VT_Counties_Cases/FeatureServer/0/query?f=json&where=1%3D1&returnGeometry=false&outFields=*,county,America/New_York,95,7,,,1535,,,,3/24/2020
"Wisconsin, United States",state,,,Wisconsin,United States,5822434,44.7865,-89.8265,https://www.dhs.wisconsin.gov/covid-19/county.htm,county,America/Chicago,457,,,,8694,,,,3/24/2020
"Wyoming, United States",state,,,Wyoming,United States,578759,43.0005,-107.554,https://health.wyo.gov/publichealth/infectious-disease-epidemiology-unit/disease/novel-coronavirus/,county,America/Denver,37,,,,,,,,3/24/2020
"Puerto Rico, United States",state,,,Puerto Rico,United States,3411307,18.1995,-66.589,https://covidtracking.com/api/states,state,America/Puerto_Rico,39,2,,,349,,,,3/24/2020
"United States Virgin Islands, United States",state,,,United States Virgin Islands,United States,104901,18.047,-64.834,https://covidtracking.com/api/states,state,America/St_Thomas,17,,,,74,,,,3/24/2020
"Guam, United States",state,,,Guam,United States,167772,13.445,144.787,https://covidtracking.com/api/states,state,Pacific/Guam,32,1,,,233,,,,3/24/2020
"Alabama, United States",state,,,Alabama,United States,4903185,32.598,-86.6805,https://opendata.arcgis.com/datasets/ff8de7707f6a422a8af6b155facc6327_0.csv,county,America/Chicago,386,,,,,,,,3/25/2020
"Alaska, United States",state,,,Alaska,United States,731545,61.29,0.3075,http://dhss.alaska.gov/dph/Epi/id/Pages/COVID-19/monitoring.aspx,county,Etc/GMT,59,,,,,,,,3/25/2020
"Arizona, United States",state,,,Arizona,United States,7278717,34.168,-111.9295,https://opendata.arcgis.com/datasets/5b34cf1637434c7bb6793580c40d1685_0.csv,county,America/Phoenix,401,,,,,,,,3/25/2020
"Arkansas, United States",state,,,Arkansas,United States,3017804,34.752,-92.13,https://services.arcgis.com/PwY9ZuZRDiI5nXUB/ArcGIS/rest/services/ADH_COVID19_Positive_Test_Results/FeatureServer/0/query?f=json&where=1%3D1&returnGeometry=false&spatialRel=esriSpatialRelIntersects&outFields=*,county,America/Chicago,308,2,12,294,1777,,,,3/25/2020
"California, United States",state,,,California,United States,39512223,37.2715,-119.274,https://docs.google.com/spreadsheets/d/1CwZA4RPNf_hUrwzNLyGGNHRlh1cwl8vDHwIoae51Hac/gviz/tq?tqx=out:csv&sheet=master,county,America/Los_Angeles,3082,67,13,3002,6374,,,,3/25/2020
"Colorado, United States",state,,,Colorado,United States,5758736,38.9975,-105.551,https://opendata.arcgis.com/datasets/fbae539746324ca69ff34f086286845b_0.csv,county,America/Denver,1068,19,,,,,,,3/25/2020
"Connecticut, United States",state,,,Connecticut,United States,3565287,41.5175,-72.7575,https://maps.ct.gov/arcgis/rest/services/CT_DPH_COVID_19_PROD_Layers/FeatureServer/1/query?f=json&where=1%3D1&returnGeometry=false&outFields=*,county,America/New_York,875,19,,,,,,,3/25/2020
"Delaware, United States",state,,,Delaware,United States,973764,39.1425,-75.419,https://services1.arcgis.com/PlCPCPzGOwulHUHo/arcgis/rest/services/DEMA_COVID_County_Boundary_Time_VIEW/FeatureServer/0/query?f=json&where=1%3D1&returnGeometry=false&spatialRel=esriSpatialRelIntersects&outFields=*&resultOffset=0&resultRecordCount=50&cacheHint=true,county,America/New_York,119,,,,,,,,3/25/2020
"Idaho, United States",state,,,Idaho,United States,1787065,45.495,-114.1435,https://services1.arcgis.com/CNPdEkvnGl65jCX8/arcgis/rest/services/iyptX/FeatureServer/0/query?f=json&where=1=1&returnGeometry=false&outFields=*,county,America/Boise,123,,,,,,,,3/25/2020
"Illinois, United States",state,,,Illinois,United States,12671821,39.7415,-89.5035,http://www.dph.illinois.gov/sitefiles/COVIDTestResults.json,county,America/Chicago,1865,19,,,,,,,3/25/2020
"Indiana, United States",state,,,Indiana,United States,6732219,39.7665,-86.4425,https://opendata.arcgis.com/datasets/d14de7e28b0448ab82eb36d6f25b1ea1_0.csv,county,America/Indiana/Indianapolis,477,14,,,,,,,3/25/2020
"Iowa, United States",state,,,Iowa,United States,3155070,41.9395,-93.388,https://opendata.arcgis.com/datasets/6a84756c2e444a87828bb7ce699fdac6_0.csv,county,America/Chicago,145,,,,,,,,3/25/2020
"Kentucky, United States",state,,,Kentucky,United States,4467673,37.8215,-85.7695,https://datawrapper.dwcdn.net/BbowM/23/,county,America/New_York,195,5,3,187,,,,,3/25/2020
"Louisiana, United States",state,,,Louisiana,United States,4648794,30.975,-91.4295,https://services5.arcgis.com/O5K6bb5dZVZcTo5M/arcgis/rest/services/Cases_by_Parish_2/FeatureServer/0/query?f=json&where=PFIPS%20%3C%3E%2099999&returnGeometry=false&spatialRel=esriSpatialRelIntersects&outFields=*&orderByFields=Deaths%20desc%2CCases%20desc%2CParish%20asc&resultOffset=0&resultRecordCount=65&cacheHint=true,county,America/Chicago,1795,65,,,,,,,3/25/2020
"Maine, United States",state,,,Maine,United States,1344212,45.219,-69.032,https://www.maine.gov/dhhs/mecdc/infectious-disease/epi/airborne/coronavirus.shtml,county,America/New_York,142,,7,,,,,,3/25/2020
"Michigan, United States",state,,,Michigan,United States,9986857,44.979,-86.416,"https://www.michigan.gov/coronavirus/0,9753,7-406-98163-520743--,00.html",county,America/Detroit,2997,55,,,,,,,3/25/2020
"Minnesota, United States",state,,,Minnesota,United States,5639632,46.442,-93.396,https://services1.arcgis.com/RQG3sksSXcoDoIfj/arcgis/rest/services/MN_COVID19_County_Tracking_Public_View/FeatureServer/0/query?f=json&where=1%3D1&returnGeometry=false&outFields=*,county,America/Chicago,287,,,,,,,,3/25/2020
"Mississippi, United States",state,,,Mississippi,United States,2976149,32.588,-89.871,"https://msdh.ms.gov/msdhsite/_static/14,0,420.html",county,America/Chicago,377,5,,,,,,,3/25/2020
"Montana, United States",state,,,Montana,United States,1068778,46.6795,-110.0445,https://services.arcgis.com/qnjIrwR8z5Izc0ij/arcgis/rest/services/PUBLIC_VIEW_COVID19_CASES/FeatureServer/0/query?f=json&where=Total%20%3C%3E%200&returnGeometry=false&spatialRel=esriSpatialRelIntersects&outFields=*&orderByFields=NAMELABEL%20asc&resultOffset=0&resultRecordCount=56&cacheHint=true,county,America/Denver,65,,,,,,,,3/25/2020
"Nevada, United States",state,,,Nevada,United States,3080156,38.502,-117.023,https://covidtracking.com/api/states,state,America/Los_Angeles,321,6,,,4572,,,,3/25/2020
"New Hampshire, United States",state,,,New Hampshire,United States,1359711,44.001,-71.5845,https://covidtracking.com/api/states,state,America/New_York,137,,,,,,,,3/25/2020
"New Mexico, United States",state,,,New Mexico,United States,2096829,34.166,-106.026,https://cv.nmhealth.org/cases-by-county/,county,America/Denver,112,1,,,,,,,3/25/2020
"New York, United States",state,,,New York,United States,19453561,42.762,-75.809,https://health.data.ny.gov/api/views/xdss-u53e/rows.csv?accessType=DOWNLOAD,county,America/New_York,37258,,,,122310,,,,3/25/2020
"North Carolina, United States",state,,,North Carolina,United States,10488084,35.2155,-79.891,https://opendata.arcgis.com/datasets/969678bce431494a8f64d7faade6e5b8_0.csv,county,America/New_York,504,,,,,,,,3/25/2020
"Ohio, United States",state,,,Ohio,United States,11689100,40.1925,-82.6695,https://coronavirus.ohio.gov/static/COVIDSummaryData.csv,county,America/New_York,704,,,,,,,,3/25/2020
"Oregon, United States",state,,,Oregon,United States,4217737,44.137,-120.537,https://www.oregon.gov/oha/PH/DISEASESCONDITIONS/DISEASESAZ/Pages/emerging-respiratory-infections.aspx,county,America/Los_Angeles,266,10,,,5742,,,,3/25/2020
"Pennsylvania, United States",state,,,Pennsylvania,United States,12801989,40.9945,-77.607,https://www.health.pa.gov/topics/disease/coronavirus/Pages/Cases.aspx,county,America/New_York,1127,11,,,12320,,,,3/25/2020
"Vermont, United States",state,,,Vermont,United States,623989,43.8715,-72.469,https://services1.arcgis.com/BkFxaEFNwHqX3tAw/arcgis/rest/services/VT_Counties_Cases/FeatureServer/0/query?f=json&where=1%3D1&returnGeometry=false&outFields=*,county,America/New_York,123,8,,,1712,,,,3/25/2020
"Wisconsin, United States",state,,,Wisconsin,United States,5822434,44.7865,-89.8265,https://www.dhs.wisconsin.gov/covid-19/county.htm,county,America/Chicago,585,,,,10674,,,,3/25/2020
"Wyoming, United States",state,,,Wyoming,United States,578759,43.0005,-107.554,https://health.wyo.gov/publichealth/infectious-disease-epidemiology-unit/disease/novel-coronavirus/,county,America/Denver,49,,,,,,,,3/25/2020
"Puerto Rico, United States",state,,,Puerto Rico,United States,3411307,18.1995,-66.589,https://covidtracking.com/api/states,state,America/Puerto_Rico,51,2,,,438,,,,3/25/2020
"United States Virgin Islands, United States",state,,,United States Virgin Islands,United States,104901,18.047,-64.834,https://covidtracking.com/api/states,state,America/St_Thomas,17,,,,74,,,,3/25/2020
"Guam, United States",state,,,Guam,United States,167772,13.445,144.787,https://covidtracking.com/api/states,state,Pacific/Guam,37,1,,,,,,,3/25/2020
"Alabama, United States",state,,,Alabama,United States,4903185,32.598,-86.6805,https://opendata.arcgis.com/datasets/ff8de7707f6a422a8af6b155facc6327_0.csv,county,America/Chicago,531,1,,,4124,,,,3/26/2020
"Alaska, United States",state,,,Alaska,United States,731545,61.29,0.3075,http://dhss.alaska.gov/dph/Epi/id/Pages/COVID-19/monitoring.aspx,county,Etc/GMT,69,,,,,,,,3/26/2020
"Arizona, United States",state,,,Arizona,United States,7278717,34.168,-111.9295,https://opendata.arcgis.com/datasets/5b34cf1637434c7bb6793580c40d1685_0.csv,county,America/Phoenix,508,,,,,,,,3/26/2020
"Arkansas, United States",state,,,Arkansas,United States,3017804,34.752,-92.13,https://services.arcgis.com/PwY9ZuZRDiI5nXUB/ArcGIS/rest/services/ADH_COVID19_Positive_Test_Results/FeatureServer/0/query?f=json&where=1%3D1&returnGeometry=false&spatialRel=esriSpatialRelIntersects&outFields=*,county,America/Chicago,349,3,19,327,1882,,,,3/26/2020
"California, United States",state,,,California,United States,39512223,37.2715,-119.274,https://docs.google.com/spreadsheets/d/1CwZA4RPNf_hUrwzNLyGGNHRlh1cwl8vDHwIoae51Hac/gviz/tq?tqx=out:csv&sheet=master,county,America/Los_Angeles,4040,83,18,3939,8781,,,,3/26/2020
"Colorado, United States",state,,,Colorado,United States,5758736,38.9975,-105.551,https://opendata.arcgis.com/datasets/fbae539746324ca69ff34f086286845b_0.csv,county,America/Denver,1328,24,,,,,,,3/26/2020
"Connecticut, United States",state,,,Connecticut,United States,3565287,41.5175,-72.7575,https://maps.ct.gov/arcgis/rest/services/CT_DPH_COVID_19_PROD_Layers/FeatureServer/1/query?f=json&where=1%3D1&returnGeometry=false&outFields=*,county,America/New_York,1012,21,,,,,,,3/26/2020
"Delaware, United States",state,,,Delaware,United States,973764,39.1425,-75.419,https://services1.arcgis.com/PlCPCPzGOwulHUHo/arcgis/rest/services/DEMA_COVID_County_Boundary_Time_VIEW/FeatureServer/0/query?f=json&where=1%3D1&returnGeometry=false&spatialRel=esriSpatialRelIntersects&outFields=*&resultOffset=0&resultRecordCount=50&cacheHint=true,county,America/New_York,130,1,,,,,,,3/26/2020
